	video_id	title	channel_title	category_id	category	publish_time	tags	views	likes	dislikes	comment_count	description
510	IT35abiBb8g	[Z영상] 마마무, ‘포즈부터 흥부자’(2017 KBS 가요대축제 레드카펫)	보따리 bottari	24	Entertainment	2017-12-29T14:07:40.000Z	kbs|kbs2|가요대축제|가요대전|kpop|concert|직캠|아이돌|여자그룹|남자그룹|mamamoo|마마무|솔라|휘인|화사|문스타|문별|sola|moonstar	6868	150	0	12	"[제니스뉴스=임진우 인턴기자] ‘2017 KBS 가요대축제’의 레드카펫 행사가 29일 오후 서울 영등포구 여의도동 KBS 신관 웨딩홀에서 진행됐다. 

이날 행사에는 워너원, 세븐틴, 여자친구, 마마무, 레드벨벳, 현아, 황치열, 엑소, 방탄소년단이 참석해 자리를 빛냈다."
511	0NuqPCw8gwM	[영화걸작선] 48회  -  저스티스 리그 2부	거의없다	1	Film & Animation	2018-02-09T16:38:23.000Z	거의없다|없다|걸작선|망한영화|영화걸작선|무비|리뷰|한국영화|해외영화|영화리뷰|트레일러|욕설|망작|저스티스 리그|연맹닦이|정의닦기|배트맨|슈퍼맨|원더우먼|아쿠아맨|사이보그|플래쉬|벤 애플렉|갤 가돗|핸리 카빌|에즈라 밀러|제이슨 모모아|레이 피셔|제레미 아이언스|에이미 에덤스|엠버 허드|마더박스|토르|헬라|묠니르|잭 스나이더|조스 웨던|DC팬 시청금지|DCFU|DC필름스 유니버스|액션|허접|적자|망함	424290	6521	160	1160	"두터운 팬층을 가진 DC가 이렇게까지 망한 이유와 
앞으로의 DC필름스 유니버스를 전망해 봅니다.
▼▼▼▼▼ 더보기! ▼▼▼▼▼ 
*프로그램 정보*
업데이트: 매주 금요일
프로그램 홈페이지: http://www.demasian.com/tv/6207"
512	VeKFT6Sb7Ps	[영화걸작선] 72회 - 목격자 3부 (스포일러 리뷰)	거의없다	1	Film & Animation	2018-10-06T15:13:23.000Z	거의없다|없다|걸작선|영화걸작선|데마시안|demasian|스릴러|미스테리|연쇄살인범|시리얼 킬러|목격자|딜레마|멍청함|조규장 감독|이영종 각본|이성민|김상호|진경|곽시양|살해현장|증거|증인|사회현상|집단이기심|심리학|막장|짜증|민폐|고구마|무언의 목격자|블라인드	317341	7198	120	1739	"드디어 왔다 3부!! 어후 힘들어 죽겠네. 
목격자의 나머지 문제점들과 한국 스릴러 영화들이 요즘들어 
죽을 쓰는 이유도 ""살짝"" 알아봅니다. 
▼▼▼▼▼ 더보기! ▼▼▼▼▼ 
*프로그램 정보*
업데이트: 매주 토요일
프로그램 홈페이지: http://www.demasian.com/tv/6207"
513	h92u5aVG0SY	[영상]타이어 없이 고속도로 달린 차량 / YTN	YTN NEWS	25	News & Politics	2018-02-28T08:56:54.000Z	YTN|뉴스|사회|제보영상	412635	701	80	573	"27일 청담대교 부근에서 타이어 없이 주행하는 차량이 목격되었다. 오른쪽 바퀴 2개의 타이어가 빠져 있어 기울어진 상태로 고속도로를 내달린 것. 바퀴 중앙 철제 부품이 도로와 마찰을 일으키면서 굉음과 흰 연기가 매우 심했다고 제보자는 전했다. 다른 차들이 피해 가면서 사고가 발생하지는 않았지만 목격자들은 ""정신 나간 운전자 같다"", ""음주한 것이 아닌지 수상하다"" 등의 반응을 보였다.

YTN PLUS 함초롱PD
(jinchor@ytnplus.co.kr)
[사진=시민 제보]

▶ 기사 원문 : http://www.ytn.co.kr/_ln/0103_201802281750271872
▶ 제보 안내 : http://goo.gl/gEvsAL, 모바일앱, 8585@ytn.co.kr, #2424

▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ

[ 한국 뉴스 채널 와이티엔 / Korea News Channel YTN ]"
514	cQ1zBVmdeho	[LIVE] MBC 뉴스데스크 2018년 02월 06일 - 이재용 2심 선고 후폭풍	MBCNEWS	25	News & Politics	2018-02-06T11:52:55.000Z	MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news	36273	593	49	218	"이재용 부회장 권력 겁박 당한 피해자? / 현송월 도착 / 쇼트트랙 ""사고 한 번 치겠다"" / 아프리카판 쿨 러닝 / 아찔한 100중 추돌 

#MBC #NewsDesk #엠비씨 #뉴스데스크"
515	7oVo4XvjD-g	재수없는 남사친이 생겼다 [방과후연애 EP.01] ENG_뷰티학개론	뷰티학개론 Beautiology	26	Howto & Style	2017-11-28T09:00:00.000Z	방과후연애|방과후|웹드라마|뷰티학개론|드라마|연애|남사친|여사친|꽁냥꽁냥|티격태격|아이유|너랑나랑은|너랑나|고등연애|고등래퍼|고등학생연애|방학|방학연애|학생데이트|데이트|콕티비|전짝시|썸|썸남|썸녀|하교길|하굣길|싸이월드|방명록|후세인|아랍인|미니홈피|여화이|여자의화장에는이유가있다|이보림|임채연|뚝배기녀|공민규|설렘|설레임|설레는웹드라마|설레는썰	2274402	22719	329	881	"싸이월드와 아랍인?! 냄새가 난다... 썸의 냄새가..!! 얼레리 꼴레리~
2화가 궁금하다면 올레 tv 모바일 [방과후 연애] 2화 먼저 보기 : https://kt.com/rmxz
[매주 화요일 저녁6시] 뷰티학개론 채널에서 만나요!"
516	_F1pClaaRk0	"이설X남순]치열한 몸싸움 ""서로 숨겨둔 애인 없나 카톡 다 까, 까!"""	이설 Leeseol	22	People & Blogs	2017-07-19T23:48:16.000Z	아프리카티비|BJ|이설|인터넷방송|여캠|남캠|먹방|수다|토크|음식|댄스|라디오|게임|뷰티|화장품|메이크업|예능|asmr|롤|노래|오버워치|철구|로이조|악어|감스트|보겸|양띵|풍월량|턱형|세야|최군|김이브|캬하하|머독|밴쯔|슈기|해물파전|디바제시카|유소나|대정령|버블디아|도복순|창현|도티|대도서관|윰댕|신태일|러너|소프|김레인|이사배|스타|장난감|놀이|남순|외질혜|양팡|떵개|아이돌|마인크래프트	112662	470	38	36	"남아존 크루 입문기 합방
★구독+좋아요+공유 많이 해주세요! 사랑합니다♥
▶광고&섭외 문의: leeseol00@naver.com
▶아프리카TV http://www.afreeca.com/bebe010
▶페이스북   https://www.facebook.com/LeeseolTV/
▶인스타그램 https://www.instagram.com/leeseol00/"
517	2M7P2ImHYnc	노오븐 원팬 애플크럼블!!!	국가비 GabieKook	26	Howto & Style	2017-02-03T14:08:50.000Z	국가비|국가비 레시피|애플크럼블|국가비 요리|노오븐 애플크럼블|노오븐|노오븐 요리|노오븐 디저트|국가비 애플크럼블|국가비 노오븐|no bake apple crumble|apple crumble|best apple crumble|perfect apple crumble|stovetop apple crumble|one pan|one pan apple crumble|one pan dessert|원팬|국가비 원팬|사과|사과 디저트|국가비 사과	256623	6397	72	391	"*레시피*
크럼블:
박력분 100g
흑설탕 70g
오트밀과 아몬드슬라이스 (혹은 그래놀라!맛있음) 30g
계피가루 1티스푼
소금약간
버터 80g

사과필링:
사과 350g
버터 25g
백설탕 1.5큰술(입맛에 따라 더 넣어주세요)
계피가루 1/2티스푼
소금약간
화이트와인/소주 5큰술
 *옵션: 사과가 신맛이 부족한 사과라면 레몬즙 1/2큰술 넣으세요

✮구독!!!: https://www.youtube.com/gkook1
✮인스타: https://www.instagram.com/gabiekook
✮페북: https://www.facebook.com/gabiekookpage
✮카카오스토리: https://story.kakao.com/ch/gabiekook
✮이전 레시피: https://www.youtube.com/watch?v=K6XeasMV2VU"
518	GdNECky5yhw	100초로 보는 몬스타엑스 (MONSTA X) I 100 sec Choreography I [딩고 4K 고화질 / 100초]	딩고 뮤직 / dingo music	10	Music	2018-10-27T11:09:05.000Z	멜론|갓딩고|인기가요|세로라이브|dingo|dingomusic|딩고뮤직|최신가요|Top100|아이돌|딩고|뮤직|music|라이브|live|리믹스|100초|형원|민혁|원호|아이엠|주헌|기현|셔누	1509464	122486	226	3236	"[🔥입덕 주의🔥] 간지 터지는 100초로 보는 몬스타엑스.avi

와 대미친 현실욕 나옴...!!!!!
몬스타엑스를 묻는다면 이 영상 보여주면 끝일 듯

#몬스타엑스 #100초로보는몬스타엑스 #딩고뮤직
#셔누 #원호 #민혁 #기현 #형원 #주헌 #아이엠"
519	jhNdmro66Kw	Which God Beyblade is the Best? | Beyblade God Tournament! | Beyblade Burst Battle	LeftBurst	24	Entertainment	2017-09-17T20:00:01.000Z	leftburst|drain fafnir|storm spriggan|beyblade|beyblade burst|beyblade burst battle|left burst|collectables|ベイブレードバースト|擊爆戰魂|爆旋陀螺|beyblade burst god|beyblade burst anime|beyblade burst evolution|toys|geekdosage|bbg|legend spriggan|battles|god beyblade tournament|beyblade tournament|beyblade burst tounament|best beyblade|best god beyblade	1039106	5464	693	921	"Welcome to the LeftBurst Youtube Channel! This is a Beyblade God Tournament.
If you enjoyed this video please make sure to leave a like and maybe even subscribe!

Music
==========================
Otis Mcdonald - Not For Nothing"
520	Fq0X41PV13c	[파이] 릴카언니한테 세상 달달한게 뭔지 보여준다!(feat.릴카,강만식)배틀그라운드 - PUBG BATTLEGROUNDS/18.11.22	파이월드TV [PiworldTV]	20	Gaming	2018-11-23T02:50:55.000Z	파이|배틀그라운드|배그|여포|PUBG|여캠|게임|스팀|여bj|battle ground|PLAYERUNKNOWN'S BATTLEGROUNDS|개인방송|BJ|야방|여비제이|여BJ|야외방송|아프리카|꿀잼|웃긴영상|개꿀잼|리액션|좀비|좀비모드|커스텀 모드|댄스|bj파이|길리슈트|치킨|릴카|강만식|달달|썸|연애	281025	907	104	179	"아프리카 생방송 바로가기 - http://www.afreecatv.com/pi0314
네이버TV 바로가기 - http://tv.naver.com/piworldtv
BJ파이의 게이밍 PC는 MSI코리아로부터 지원되었습니다.
http://www.msi.com

메인보드 - MSI Z370 게이밍 프로 카본
그래픽카드 - MSI 지포스 GTX 1080 Ti 게이밍 X 트윈프로져6
CPU 쿨러 - MSI 코어프로져 XL
CPU - Intel 8세대 코어 i7-8700K 프로세서
메모리 - G.SKILL DDR4 32G PC4-25600 CL16 TRIDENT Z RGB (8Gx4)
SSD - 삼성전자 960 EVO M.2 2280 256GB
HDD - 시게이트 바라쿠다 2TB (SATA3/7200/64M)
케이스 - Phanteks ENTHOO PRO M TG SE
파워 - FSP Hydro G 750W

PC 제작 및 기술지원 : 양컴 (http://yangcom.co.kr , 02-794-8906)
PC 정보 및 구매페이지 : http://yangcom.co.kr/shop/item.php?it_id=1513330038

※ 방송은 방송일 뿐! 재미로 봐주시면 감사하겠습니당! ^_ ^7 ※

#파이 #릴카 #배틀그라운드"
521	RGP3Kbg1z3c	[NU'EST W] L.O.Λ.E RECORD EP.3	NU'EST	10	Music	2017-10-27T14:00:02.000Z	L.O.Λ.E RECORD|러브레코드|LOVE RECORD|뉴이스트W|NU'EST W|뉴이스트|NU'EST|JR|백호|아론|렌|플레디스엔터테인먼트	172747	14777	25	827	"[NU'EST W] L.O.Λ.E RECORD EP.3
#뉴이스트W #NUEST_W #LOVE_RECORD


Pledis Official Homepage: http://www.pledis.co.kr/
NU'EST Official Facebook: https://www.facebook.com/pledisnuest
NU'EST Official Twitter: https://twitter.com/nuestnews
NU'EST Official Fancafe: http://cafe.daum.net/nuest


ⓒ Pledis Entertainment. All Rights Reserved"
522	Sn1Bv-UGbdo	RUN IT - 박재범 Jay Park ft. 우원재 & 제시 (Prod. by GRAY) / Sori Na X Junsun Yoo Choreography	1MILLION Dance Studio	24	Entertainment	2018-03-05T12:00:03.000Z	choreography|1million dance studio|원밀리언 댄스 스튜디오|1million|원밀리언|1m|Dance|hiphop|music|urban dance|안무|댄스|안무가	1661787	49139	260	1074	"Sori Na teaches choreography to RUN IT by Jay Park.


1MILLION Dance Studio

YouTube Channel: 
https://www.youtube.com/1milliondancestudioasia

OFFICIAL WEBSITE:
http://www.1milliondance.com

INSTAGRAM:
https://instagram.com/1milliondance

FACEBOOK:
https://www.facebook.com/1milliondancestudio


1MILLION Dance Studio"
523	9gP8yDIWz-Q	[NU'EST W] L.O.Λ.E RECORD EP.6	NU'EST	10	Music	2017-11-17T14:00:02.000Z	L.O.Λ.E RECORD|러브레코드|LOVE RECORD|뉴이스트W|NU'EST W|뉴이스트|NU'EST|JR|백호|아론|렌|플레디스엔터테인먼트	396235	21515	49	1613	"[NU'EST W] L.O.Λ.E RECORD EP.6
#뉴이스트W #NUEST_W #LOVE_RECORD


Pledis Official Homepage: http://www.pledis.co.kr/
NU'EST Official Facebook: https://www.facebook.com/pledisnuest
NU'EST Official Twitter: https://twitter.com/nuestnews
NU'EST Official Fancafe: http://cafe.daum.net/nuest


ⓒ Pledis Entertainment. All Rights Reserved"
524	kgkNaLJyoO0	막무가내로 필요하니 돈 빌려달라는 뻔뻔한 여자 역관광	KAKAO COFFEE	24	Entertainment	2018-03-07T07:00:04.000Z	미투	102501	164	31	75	어이가 없지만 실제로 주변에 이런 사람 한명씩 꼭 있습니다...
525	zL2aWc7kBoQ	"종현 친누나 급박한 신고 ""동생이 자살 하는 것 같다"" / YTN"	YTN NEWS	25	News & Politics	2017-12-18T14:29:34.000Z	YTN|뉴스|사회|투데이 인터뷰|SHINee|Jonghyun|Jonghyun suicide|SHINee dies|Jonghyun suicide note	365322	1085	95	458	"■ 하재근, 문화평론가 / 최진녕, 변호사

[앵커]
또 하나 안타까운 얘기를 전해 드려야 될 것 같습니다. 그룹 샤이니 멤버 종현 씨가 사망해서 상당히 많은 분들에게 충격을 전해주고 있습니다.

하재근 문화평론가 모셨습니다. 많은 분들이 상당히 충격을 받았는데요. 이것이 지금 사망 원인을 단정적으로 얘기할 수는 없지만 일단 레지던스에서 숨진 채 발견이 된 거죠?

[인터뷰]
네, 오늘 4시 40분 조금 넘어서 종현 씨 누나한테 메시지가 왔는데 종현 씨로부터. 종현 씨가 메시지 내용이 여태까지 힘들었다, 나 보내달라. 고생했다고 말해 달라, 마지막 인사예요.

이런 내용이다 보니까 누나가 깜짝 놀라서 바로 경찰에 신고를 했고. 경찰이 위치추적을 해서 찾았는데 6시 10분경에 찾아서 문을 열고 들어가보니까 이미 종현 씨는 심정지가 되어 있는 상태였죠.

프라이팬에 갈탄으로 보이는 물질을 피운 흔적이 남아 있는 상태였는데. 바로 심폐소생술을 했지만 돌아오지 못했습니다.

[앵커]
종현 씨 지금 사망 소식이 상당히 충격적인 게 최근까지 콘서트 하고요. 활발한 활동을 하지 않았습니까?

[인터뷰]
그래서 정말 충격인데 한동안 휴지기를 겪다가 조금 우울해졌나, 팬들이 그렇게 생각을 할 수도 있는데. 종현 씨의 경우는 전혀 그게 아니라 올해 들어서 별명이 소라고 할 정도로 굉장히 활발하게 활동을 했고 여러 장의 앨범에 관여했고.

공연을 22차례를 했고 그리고 이달만 해도 9월 9일, 10일에 솔로 콘서트를 굉장히 크게 성황리에 공연을 했고 그리고 내년 2월달에 도쿄동, 교세라동.

이런 데서도 공연을 하기로 예정이 돼 있는 상태인데 불과 얼마 전에도 예능 녹화도 했었고. 그런데 갑자기 이런 소식이 전해지니까 팬들이 굉장히 충격을 받으면서 외신들도 지금 충격을 받아서 BBC라든가 로이터통신이라든가 미국의 버라이어티, 일본, 중국 지금 다양한 나라의 외신들이 충격적인 소식을 전하고 있습니다.

[앵커]
해외 팬도 상당히 많은 종현 씨인데요. 지금 보시는 것처럼 2008년에 데뷔를 했고. 솔로앨범도 내서 상당한 큰 사랑을 받았고요.

그리고 라디오 진행으로도 상당히 인지도를 높였잖아요. 올 4월까지 진행을 했었고. 그리고 불과 며칠 전에 콘서트까지 마친 상황이라서 많은 팬들이 지금 충격에 빠져 있습니다.

[인터뷰]
그렇죠, 종현 씨 같은 경우 일을 다방면에 걸... (중략)

▶ 기사 원문 : http://www.ytn.co.kr/_ln/0103_201712182306484082
▶ 제보 안내 : http://goo.gl/gEvsAL, 모바일앱, 8585@ytn.co.kr, #2424

▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ

[ 한국 뉴스 채널 와이티엔 / Korea News Channel YTN ]"
526	fkr_djVWStU	The Secret Life of Pets 2 Trailer (2019) | 'Max' | Movieclips Trailers	Movieclips Trailers	1	Film & Animation	2018-11-07T16:33:30.000Z	The Secret Life of Pets 2|The Secret Life of Pets 2 Trailer|The Secret Life of Pets 2 Movie Trailer|The Secret Life of Pets 2 Trailer 2018|The Secret Life of Pets 2 Official Trailer|Trailer|Trailers|Movie Trailers|2018 Trailers|The Secret Life of Pets 2 Trailer 1|Movieclips Trailers|Movieclips|Fandango|Patton Oswalt|Eric Stonestreet|Kevin Hart|Chris Renaud|Animation|Adventure|Comedy	1064893	10746	557	1167	"Check out the official The Secret Life of Pets 2 trailer starring Patton Oswalt! Let us know what you think in the comments below.
► Watch The Secret Life of Pets 2: https://www.fandangonow.com/details/movie/the-secret-life-of-pets-2-2019/MMVDBB324C93DDD81B553E834329009478EC?cmp=MCYT_YouTube_Desc

Want to be notified of all the latest movie trailers? Subscribe to the channel and click the bell icon to stay up to date.

US Release Date: June 7, 2019
Starring: Patton Oswalt, Eric Stonestreet, Kevin Hart
Directed By: Chris Renaud
Synopsis: THE SECRET LIFE OF PETS 2 will follow summer 2016's blockbuster about the lives our pets lead after we leave for work or school each day.

Watch More Trailers:
► Hot New Trailers: http://bit.ly/2qThrsF
► Family & Animation Trailers: http://bit.ly/2D3RLiG
► Comedy Trailers: http://bit.ly/2D35Xsp

Fuel Your Movie Obsession: 
► Subscribe to MOVIECLIPS TRAILERS: http://bit.ly/2CNniBy
► Watch Movieclips ORIGINALS: http://bit.ly/2D3sipV
► Like us on FACEBOOK: http://bit.ly/2DikvkY 
► Follow us on TWITTER: http://bit.ly/2mgkaHb
► Follow us on INSTAGRAM: http://bit.ly/2mg0VNU

The Fandango MOVIECLIPS TRAILERS channel delivers hot new trailers, teasers, and sneak peeks for all the best upcoming movies. Subscribe to stay up to date on everything coming to theaters and your favorite streaming platform.

#TheSecretLifeofPets
#Patton Oswalt
#KevinHart"
527	o23Drjr1i6s	삼별을 부탁해	클래시 오브 클랜	20	Gaming	2017-04-07T07:23:56.000Z	클래시오브클랜|clashofclans|클랜전|clanwar|호그라이더|완파	6451318	16387	1118	2451	"갑자기 클랜전에 참가하지 못하게 된 호그라이더,
대타를 뛰어달라 클랜원들에게 간곡히 부탁하는데...
과연, 그의 피치 못할 사연은?"
528	J8MLpv_utfM	Primitive Technology: Yam, cultivate and cook	Primitive Technology	22	People & Blogs	2018-06-15T21:57:44.000Z	yam|cultivate|cultivating yams|cultivate yams|yam cultivation|how to cultivate a yam|how to cultivate|yams|cooking|cook|cooking yams|how to cook|how to cook yams|how to cook a yam|cooking a yam|cultivating|primitive|technology|primitive tech|primitive technology food|primitive technology cooking|primitive technology agriculture|primitive technology|cooking yams in the wild|yams from scratch|making yams from scratch|cooking yams from scratch|natural yams	9344010	169382	3457	11994	"Primitive Technology: Yam, cultivate and cook
Subscribe: http://bit.ly/subPT | Never miss a video! Enable ‘ALL’ Notifications!
More videos, watch me build a natural Blower & Charcol next: http://bit.ly/2MuwEr5

Follow Primitive Technology:
Wordpress: https://primitivetechnology.wordpress.com/
Patreon: https://patreon.com/user?u=2945881

Watch More Primitive Technology:
Latest Uploads: https://youtube.com/playlist?list=PLGnWLXjIDnpBR4xqf3FO-xFFwE-ucq4Fj
Pyrotechnology: https://youtube.com/playlist?list=PLGnWLXjIDnpBVRqu5lz5JGaQxjPs7q3CJ
Shelter: https://youtube.com/playlist?list=PLGnWLXjIDnpBBsdKZb-vy30o88SIxItp2
Weapons: https://youtube.com/playlist?list=PLGnWLXjIDnpA-XGDrrmVgBnSXx15i2Awp
Popular Videos: https://youtube.com/playlist?list=PLGnWLXjIDnpAb29Lrdki5BPjTpMon8zla

About This Video:
I planted a yam in a large basket like enclosure and then 6 months later harvested, cooked and ate it. My previous attempts at growing yams were stymied by wild pigs and scrub turkeys. On learning that yams are in the area, these animals will seek out any tubers planted and eat them. So my solution was to build a large basket like enclosure to protect the growing vine. 13 wooden stakes were hammered into the ground (an odd number being important in any weaving project) and lawyer cane harvested from the forest was woven between these uprights. The basket was about 1 m in diameter and about 75 cm high.
 A large yam, partially eaten by wallabies from a location further down the creek, was dug up and carried to the site. A small pit was dug in the enclosure and the yam simply placed in it. The enclosure was then back filled with dead leaves for fertiliser. As time progressed the vine grew above the basket and a long pole attached to it so it could climb into the canopy making full use of the sun. 
After 6 months and no maintenance, weeding or watering the yam had grown into two large tubers whereas the original yam had rotted away leaving a thin husk. The new tubers were dug up using a digging stick. As carful as I was, the yams sill broke off with more tuber still under ground. This portion will probably strike next season anyway. In the canopy, the vine also produced smaller tubbers called “bulbils”. These were collected in a pot to be used as seed yams for a larger garden I’m planning. You can eat bulbils as well but the larger yam is generally eaten instead due to its larger size.
To cook the yam a fire pit was dug about 30 cm in diameter and about 20 cm deep. Wood was piled above the pit and set alight. The hot coals then fell into the pit where rocks where added to retain heat. The coals were scraped aside and the large tuber was broken up and thrown on top. The coals were raked back over it and a fire started on top. This cooked for 30 minutes before being pulled out of the coals. The outer layer of the yam was charred black and burning but the inside was soft and well cooked. The yam was eaten while steaming hot and tasted similar to a potato but with a crunchier texture near the outside much like bread crust. Although bland, yams provide a good deal of carbohydrates and are eaten as a staple in certain cultures. The remaining large yam tuber was tied up in a tree where rats could not eat it (hopefully).
This form of farming is a good way to get around the conventional farming practice of clearing trees to make fields. Instead the yam vine uses the trees as scaffolding to climb on, allowing it to reach the light in the forest canopy. The basket enclosure worked well to keep forest creatures from eating the investment. It also formed a good in-situ compost heap to nourish the yam as it grew. In future, I’d add sand to the mix as yams tend to do well in sandy soil and I expect it would be easier to dig up. Yams do well in dry conditions but will yield more if well-watered so digging a water retaining pit might help. Despite the large size of the yams I grew relative to ordinary potatoes, much larger ones are possible and are indeed routinely grown. The largest one from my research was 275 kg, grown in India. Yams have 116 calories per 100 grams compared to potatoes at only 93. They store well in the dry season as they are adapted to having a dormant period during these conditions. They are versatile in that they can be cooked into chips, roasted, boiled, mashed and made into a type of dough called “fu fu” typically eaten with stews."
529	GKGeMdaZF08	You Won't BELIEVE Which Princesses Are MISSING From The Wreck-It Ralph 2 Sleepover	TheThings	24	Entertainment	2018-08-14T20:00:02.000Z	thethings|wreck it ralph breaks the internet|wreck it ralph|wreck it ralph 2|wreck it ralph 2 princesses|disney princesses|disney|ralph breaks the internet|fashion|disney princess outfit|wreck it ralph 2 trailer|0818|merida|belle	4427463	42695	3788	7600	"Why were some Disney Princesses missing from the Wreck it Ralph sleepover picture??
Subscribe: http://bit.ly/TheThingsSub


WATCH MORE:

New Videos!: https://www.youtube.com/playlist?list=PLgwC1iDMKe1jyNKIVfz6NuNT8Hz3SUVDK&playnext=1&index=2

Most Popular Videos!: https://www.youtube.com/playlist?list=PLgwC1iDMKe1jYlgzJKAd6Cn3t_1DgLmmh&playnext=1&index=2

Disney Facts You Will LOVE!: https://www.youtube.com/playlist?list=PLgwC1iDMKe1h06xnRmvgW883ztsGRLGeE&playnext=1&index=2

EVERYTHING Nickelodeon!: https://www.youtube.com/playlist?list=PLgwC1iDMKe1hOTlUYsgJaUbznOme0txut&playnext=1&index=2

Toys, Toys, And More TOYS!: https://www.youtube.com/playlist?list=PLgwC1iDMKe1gb5f4hkisidW-VtoWe7rUT&playnext=1&index=2


“Wreck It Ralph 2” is without a doubt one of the most anticipated Disney movies of 2018. Although the movie will focus on several other storylines, fans are most excited for one thing. We’ll finally get to see Disney princesses interact with each other in the same room! And not only that - these Disney princesses will be totally random, they’ll have a slumber party, there will be meta humor, and they’ll interact with Vanellope! What’s not to like? “Wreck It Ralph 2” will definitely break the internet again once the movie drops in November and we absolutely can’t wait. But many fans are complaining because some of their favorite Disney princesses are actually missing from the slumber party photo. There’s no Merida, Belle, Aurora, or Jasmine! Where are they? What’s happened to them? We’ll have to wait and see!

What do you think of “Wreck It Ralph 2” so far? Come let us know in the comments! Don’t forget to subscribe to TheThings and give this video a big thumbs up if you enjoy feel-good videos like this one. 


FOLLOW US:

For more videos and articles: https://thethings.com

Facebook: https://facebook.com/TheThingscom"
530	FsyKPtdOI94	VR360_대학로4차_ 애국시민에 호통친 조원진대표 왜?	TV baijin	25	News & Politics	2017-09-06T05:27:13.000Z	탄핵무효|박대통령석방하라|조원진|대한애국당|뱅모|박성현|허평환|변희재|김경혜	10995	737	16	34	지난 2일(토) 오후 서울 대학로 마로니에공원 앞에서 열린 '박근혜대통령 인권유린규탄 및 무죄석방촉구 11차 태극기집회'에서 조원진 대표의 큰소리가 나왔다. 그리고 뱅모 박성현 자유본 집행위원장의 연설을 다시금 VR로 들어보자.
531	C_MXwRcSO1I	연다가 처음으로 자동차 사고 났어요!	연다 Yeunda	20	Gaming	2017-08-03T04:20:19.000Z	차동차 사고|사고|연다|샌드박스|연두색판다|잠뜰|도티|샌박|자동차	367708	6484	54	1130	"앞으로 생방송에 잼있던부분을 짧게짧게 편집해서 올려드릴게요~!
---------------------------------------------------------------------------------------------
트위치 : https://www.twitch.tv/yeunda (팔로우하시면 알람이 갑니다)
유튜브 생방송은 구독버튼 옆에 벨을 활성화시키시면 알람이 갑니다~!"
532	Wdn02MDmpk0	[영화걸작선] 특별편 - 캐리	거의없다	1	Film & Animation	2017-09-13T11:20:21.000Z	데마시안|demasian|거의없다|없다|걸작선|망한영화|영화걸작선|무비|리뷰|한국영화|해외영화|영화리뷰|movie|review|트레일러|trailer|스포|욕설|망작|걸작|평작|수작|스티븐 킹|캐리|stephen king|carrie|사춘기|청소년|폭주|피|복선|광신도|악마의 힘|따돌림|브라이언 드 팔마|시시 스페이식|존 트라볼타|킴벌리 피어스|클로이 모레츠|줄리앤 무어|공포|호러	429763	7394	176	600	"거의없다 빠심발현 특별편 1탄! 
볼만한 스티븐 킹 원작 소설 영화 추려보기! 캐리 편!

*프로그램 정보*
업데이트: 매주 금요일
프로그램 홈페이지: http://www.demasian.com/tv/6207"
533	W0SRnXIK2-k	[용감한토크쇼 직설] 방송사고 날뻔했던 '종교인과세' 토론	용감한토크쇼직설	22	People & Blogs	2017-11-29T07:14:15.000Z	종교인과세|비과세|종교인|직설|용감한|토크쇼|SBSCNBC|SBS|목사|국세청|세무조사|변호사|노영희	260652	535	95	1106	"- 종교인 아니라 성직자라 불러달라
- 근로자 아니기 때문에 세금 낼 수 없다
- 세금 낼 의향은 있지만, 성직자만 위한 법안 필요
- 납세의무 안하겠다는 것 중세 봉건적 사고"
534	YEYIWpe7PM4	Clash-A-Rama! 대장을 기억하며	클래시 오브 클랜	20	Gaming	2017-01-09T06:20:33.000Z	클래시오브클랜	2618858	12123	1084	1714	"클래시 오브 클랜 마을이 열광하고 있습니다. 지금 훈련소에서 신규 유닛이 처음 만들어지고 있거든요! 과연 어떤 유닛이 탄생할까요? 해골 돌격병인 '크리스토'는 새로운 땅을 발견하기 위해 스펙터클한 모험을 떠나고, 클래시 로얄 세계의 프린스와 프린세스는 사랑에 빠졌습니다. 그런데 이런, 둘은 레드 팀과 블루 팀이라고요! 그 사랑은 이뤄질 수 있을까요?
방치된 마을에는 대장의 손길이 필요합니다. TV에 나온 한 마을은 이제 공격도 당하지 않는 폐허가 되었습니다. 하지만 대장이 온다고 해서 마을이 행복해지기만 할까요? 그 후의 이야기를 CLASH-A-RAMA!에서 만나보세요."
